Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
365,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,184,149
366,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,79,114
367,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,3.057,96
368,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1.4,138
369,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,637,296
370,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,255,137
371,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2.402,156
372,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1.078,138
373,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,578,132
374,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,546,150
375,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,932,181
376,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,785,151
377,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,301,152
378,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,990,140
379,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1.433,159
380,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1.798,142
381,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,697,99
382,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,782,230
383,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1.281,167
384,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,185,133
385,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,393,162
386,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,636,196
387,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,230,131
388,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1.337,117
389,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,338,136
390,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4.517,177
391,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,2.076,175
392,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,147,153
393,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2.243,149
394,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,625,139
395,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,573,111
396,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2.718,146
397,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,206,139
398,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,723,123
399,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,217,190
400,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1.656,213
401,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,2.954,112
402,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,334,133
403,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,86,97
404,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1.245,131
405,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,1.041,126
406,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,458,182
407,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,974,129
408,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,115,175
409,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,836,166
410,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,200,270
411,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1.327,182
412,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,631,208
413,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,California,4.312,105
414,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,1.181,203
415,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,405,105
416,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Delaware,112,116
417,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,District of Columbia,47,66
418,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Florida,3.227,140
419,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Georgia,1.451,136
420,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,227,152
421,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,392,232
422,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Illinois,1.474,112
423,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,1.092,163
424,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Iowa,479,150
425,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,553,191
426,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,770,169
427,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Louisiana,720,152
428,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,274,189
429,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maryland,630,99
430,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Massachusetts,682,95
431,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Michigan,1.457,141
432,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Minnesota,783,139
433,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Mississippi,445,150
434,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,1.151,185
435,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Montana,311,289
436,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nebraska,275,147
437,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nevada,627,203
438,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,265,189
439,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Jersey,795,83
440,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,491,233
441,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New York,1.696,81
442,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Carolina,1.521,143
443,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Dakota,154,201
444,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Ohio,1.74,148
445,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oklahoma,756,191
446,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,825,190
447,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Pennsylvania,2.03,150
448,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Rhode Island,129,118
449,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Carolina,838,163
450,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,191,225
451,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,1.166,168
452,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Texas,3.778,134
453,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,663,227
454,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Vermont,112,183
455,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Virginia,1.179,134
456,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,1.297,169
457,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,393,211
458,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wisconsin,926,154
459,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,157,269
460,Malignant neoplasms (C00-C97),Cancer,Alabama,10.41,1700
461,Malignant neoplasms (C00-C97),Cancer,Alaska,926,1392
462,Malignant neoplasms (C00-C97),Cancer,Arizona,12.008,1358
463,Malignant neoplasms (C00-C97),Cancer,Arkansas,6.517,1736
464,Malignant neoplasms (C00-C97),Cancer,California,59.516,1368
465,Malignant neoplasms (C00-C97),Cancer,Colorado,7.829,1310
466,Malignant neoplasms (C00-C97),Cancer,Connecticut,6.608,1396
467,Malignant neoplasms (C00-C97),Cancer,Delaware,2.085,1604
468,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1.031,1528
469,Malignant neoplasms (C00-C97),Cancer,Florida,45.131,1459
470,Malignant neoplasms (C00-C97),Cancer,Georgia,17.135,1549
471,Malignant neoplasms (C00-C97),Cancer,Hawaii,2.456,1286
472,Malignant neoplasms (C00-C97),Cancer,Idaho,3.02,1532
473,Malignant neoplasms (C00-C97),Cancer,Illinois,24.15,1579
474,Malignant neoplasms (C00-C97),Cancer,Indiana,13.462,1700
475,Malignant neoplasms (C00-C97),Cancer,Iowa,6.449,1580
476,Malignant neoplasms (C00-C97),Cancer,Kansas,5.494,1572
477,Malignant neoplasms (C00-C97),Cancer,Kentucky,10.145,1857
478,Malignant neoplasms (C00-C97),Cancer,Louisiana,9.513,1749
479,Malignant neoplasms (C00-C97),Cancer,Maine,3.391,1708
480,Malignant neoplasms (C00-C97),Cancer,Maryland,10.796,1515
481,Malignant neoplasms (C00-C97),Cancer,Massachusetts,12.934,1493
482,Malignant neoplasms (C00-C97),Cancer,Michigan,20.671,1613
483,Malignant neoplasms (C00-C97),Cancer,Minnesota,9.896,1468
484,Malignant neoplasms (C00-C97),Cancer,Mississippi,6.526,1831
485,Malignant neoplasms (C00-C97),Cancer,Missouri,12.971,1673
486,Malignant neoplasms (C00-C97),Cancer,Montana,2.145,1526
487,Malignant neoplasms (C00-C97),Cancer,Nebraska,3.502,1526
488,Malignant neoplasms (C00-C97),Cancer,Nevada,5.283,1553
489,Malignant neoplasms (C00-C97),Cancer,New Hampshire,2.76,1535
490,Malignant neoplasms (C00-C97),Cancer,New Jersey,16.264,1446
491,Malignant neoplasms (C00-C97),Cancer,New Mexico,3.62,1383
492,Malignant neoplasms (C00-C97),Cancer,New York,34.956,1412
493,Malignant neoplasms (C00-C97),Cancer,North Carolina,19.474,1571
494,Malignant neoplasms (C00-C97),Cancer,North Dakota,1.28,1426
495,Malignant neoplasms (C00-C97),Cancer,Ohio,25.643,1712
496,Malignant neoplasms (C00-C97),Cancer,Oklahoma,8.203,1773
497,Malignant neoplasms (C00-C97),Cancer,Oregon,8.083,1542
498,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,28.387,1610
499,Malignant neoplasms (C00-C97),Cancer,Rhode Island,2.154,1542
500,Malignant neoplasms (C00-C97),Cancer,South Carolina,10.356,1627
501,Malignant neoplasms (C00-C97),Cancer,South Dakota,1.715,1569
502,Malignant neoplasms (C00-C97),Cancer,Tennessee,14.302,1734
503,Malignant neoplasms (C00-C97),Cancer,Texas,40.668,1465
504,Malignant neoplasms (C00-C97),Cancer,Utah,3.161,1203
505,Malignant neoplasms (C00-C97),Cancer,Vermont,1.434,1645
506,Malignant neoplasms (C00-C97),Cancer,Virginia,15.064,1526
507,Malignant neoplasms (C00-C97),Cancer,Washington,12.664,1484
508,Malignant neoplasms (C00-C97),Cancer,West Virginia,4.654,1794
509,Malignant neoplasms (C00-C97),Cancer,Wisconsin,11.318,1532
510,Malignant neoplasms (C00-C97),Cancer,Wyoming,948,1361
511,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,980,165
512,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alaska,54,99
513,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arizona,540,62
514,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,725,197
515,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,California,3.887,89
516,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,503,89
517,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,554,112
518,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,205,161
519,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,District of Columbia,67,100
520,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Florida,3.172,101
521,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,1.942,186
522,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Hawaii,208,107
523,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Idaho,170,90
524,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Illinois,2.565,168
525,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Indiana,1.44,185
526,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Iowa,367,88
527,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kansas,541,150
528,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,1.024,194
529,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Louisiana,1.076,206
530,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,260,130
531,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maryland,830,119
532,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1.193,134
533,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1.874,147
534,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Minnesota,537,77
535,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,741,217
536,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,1.515,196
537,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Montana,129,92
538,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,226,95
539,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,299,90
540,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Hampshire,169,94
541,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,1.591,139
542,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Mexico,330,129
543,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New York,2.296,91
544,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Carolina,2.04,171
545,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Dakota,122,129
546,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,2.237,150
547,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,461,102
548,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oregon,377,73
549,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,2.898,159
550,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Rhode Island,176,116
551,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,950,155
552,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Dakota,75,68
553,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Tennessee,1.14,144
554,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,4.256,160
555,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Utah,384,154
556,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Vermont,29,33
557,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Virginia,1.618,169
558,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Washington,439,53
559,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,West Virginia,436,171
560,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,922,125
561,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wyoming,63,95
562,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2.755,555
563,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,439,631
564,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,4.01,542
565,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arkansas,1.604,518
566,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,California,13.213,320
567,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,2.88,512
568,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,1.978,503
569,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,516,524
570,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,District of Columbia,401,583
571,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Florida,12.561,549
572,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,4.701,458
573,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,577,353
574,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Idaho,849,495
575,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Illinois,5.508,410
576,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Indiana,3.496,516
577,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Iowa,1.608,458
578,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,1.444,457
579,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,3.194,710
580,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2.71,574
581,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,909,624
582,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maryland,2.271,357
583,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Massachusetts,3.831,528
584,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Michigan,5.313,505
585,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,2.697,438
